source,n,feature,median,q1,q3
slop_stub,5147,fm_desc_when_clause,0.0,0.0,0.0
slop_stub,5147,fm_desc_or_count,0.0,0.0,0.0
slop_stub,5147,fm_desc_wildcard_per_token,0.0,0.0,0.0
slop_stub,5147,desc_tokens,22.0,20.0,26.0
slop_stub,5147,desc_unique_tokens,21.0,18.0,24.0
slop_stub,5147,desc_proportion_unique_tokens,0.9444444444444444,0.9130434782608695,0.9545454545454546
slop_stub,5147,desc_characters,127.0,112.0,153.0
slop_stub,5147,desc_sentences,2.0,2.0,2.0
slop_stub,5147,desc_token_length_mean,5.476190476190476,5.2105263157894735,5.761904761904762
slop_stub,5147,desc_token_length_median,5.0,4.5,5.0
slop_stub,5147,desc_token_length_std,2.7640549922170505,2.615244954653293,2.96003736041072
slop_stub,5147,desc_sentence_length_mean,11.0,10.0,13.0
slop_stub,5147,desc_sentence_length_median,11.0,10.0,13.0
slop_stub,5147,desc_sentence_length_std,1.5,0.5,2.5
slop_stub,5147,desc_syllables_per_token_mean,1.5909090909090908,1.5,1.6818181818181819
slop_stub,5147,desc_syllables_per_token_median,1.0,1.0,1.0
slop_stub,5147,desc_syllables_per_token_std,0.8764562641629061,0.816496580927726,0.9624323313555936
slop_stub,5147,read_flesch_reading_ease,61.07909090909095,52.86500000000001,67.53000000000003
slop_stub,5147,read_flesch_kincaid_grade,7.609761904761903,6.600000000000005,8.89777777777778
slop_stub,5147,read_smog,9.725611199111238,8.841846274778883,9.725611199111238
slop_stub,5147,read_gunning_fog,10.266666666666666,9.815384615384616,12.488888888888889
slop_stub,5147,read_automated_readability_index,10.092631578947369,8.720344827586207,11.556086956521739
slop_stub,5147,read_coleman_liau_index,13.78896551724138,12.192941176470587,15.424144736842107
slop_stub,5147,read_lix,45.53448275862069,41.078947368421055,50.630434782608695
slop_stub,5147,read_rix,4.0,3.0,4.5
slop_stub,5147,syn_mean_dependency_distance,2.4743589743589745,2.2576923076923077,2.694055944055944
slop_stub,5147,syn_dependency_distance_std,0.248868778280543,0.11538461538461542,0.4326923076923077
slop_stub,5147,syn_prop_adjacent_dependency_relation_mean,0.4291497975708502,0.40064102564102566,0.46153846153846156
slop_stub,5147,syn_prop_adjacent_dependency_relation_std,0.04453441295546556,0.021978021978021955,0.0769230769230769
slop_stub,5147,coh_first_order_coherence,0.34340719878673553,0.2488001585006714,0.4253944307565689
slop_stub,5147,coh_second_order_coherence,0.3369125723838806,0.21308352053165436,0.4330834746360779
slop_stub,5147,syn_mean_tree_depth,4.0,3.5,4.5
slop_stub,5147,syn_clausal_per_sentence,0.0,0.0,0.5
slop_stub,5147,read_long_sentence_ratio,0.0,0.0,0.0
slop_stub,5147,dict_imperative_ratio,0.0,0.0,0.5
slop_stub,5147,dict_first_person_subject_ratio,0.0,0.0,0.0
slop_stub,5147,dict_contrastive_example_count,0.0,0.0,0.0
slop_stub,5147,dict_allcaps_directive_per_1k,0.0,0.0,0.0
slop_stub,5147,posdep_pos_ADJ,0.03225806451612903,0.0,0.05263157894736842
slop_stub,5147,posdep_pos_ADP,0.08,0.05555555555555555,0.09523809523809523
slop_stub,5147,posdep_pos_ADV,0.0,0.0,0.0
slop_stub,5147,posdep_pos_AUX,0.08,0.06666666666666667,0.09090909090909091
slop_stub,5147,posdep_pos_CCONJ,0.0,0.0,0.03571428571428571
slop_stub,5147,posdep_pos_DET,0.09090909090909091,0.07407407407407407,0.10526315789473684
slop_stub,5147,posdep_pos_INTJ,0.0,0.0,0.0
slop_stub,5147,posdep_pos_NOUN,0.19047619047619047,0.14285714285714285,0.23333333333333334
slop_stub,5147,posdep_pos_NUM,0.0,0.0,0.0
slop_stub,5147,posdep_pos_PART,0.0,0.0,0.0
slop_stub,5147,posdep_pos_PRON,0.0,0.0,0.0
slop_stub,5147,posdep_pos_PROPN,0.2222222222222222,0.17857142857142858,0.2727272727272727
